date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:48	151508/151508	---M--	200	added ('OK')	image/gif	etag:%225761dbc-24fd4-518818061943e;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/form-components.gif	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/form-components.gif	(from http://weaintplastic.com/work/expedia-meeting-market-onboarding)
12:16:13	177977/177977	---M--	200	added ('OK')	image/gif	etag:%225761dbe-2b739-5188180a786a7;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/realtime-validation.gif	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/realtime-validation.gif	(from http://weaintplastic.com/work/expedia-meeting-market-onboarding)
12:16:15	143976/143976	---M--	200	added ('OK')	image/png	etag:%225761dbf-23268-5188180d5bae3;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/styleguide.png	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/expedia-meeting-market-onboarding/styleguide.png	(from http://weaintplastic.com/work/expedia-meeting-market-onboarding)
12:16:37	8501/8501	---M-Z	200	added ('OK')	application/javascript	etag:%225762320-2135-518b255ebda0c;53338098e42a3%22	http://weaintplastic.com/work/assets/js/scripts.min.js	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/js/scripts.min.js	(from http://weaintplastic.com/work/expedia-meeting-market-onboarding)
12:16:49	24283/24283	---M--	200	added ('OK')	image/png	etag:%225761da8-5edb-518817d579e2d;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/atomic-relaunch/user-flow.png	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/atomic-relaunch/user-flow.png	(from http://weaintplastic.com/work/atomic-relaunch)
12:17:00	16926/16926	---M--	200	added ('OK')	image/png	etag:%225761da9-421e-518817d60d593;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/atomic-relaunch/ux-mobile-menu.png	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/atomic-relaunch/ux-mobile-menu.png	(from http://weaintplastic.com/work/atomic-relaunch)
12:17:01	203831/203831	---MCZ	200	added ('OK')	application/javascript	etag:%225762322-31c37-518b257814034;53338098e42a3%22	http://weaintplastic.com/work/assets/js/vendor.min.js	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/js/vendor.min.js	(from http://weaintplastic.com/work/expedia-meeting-market-onboarding)
12:17:13	89604/89604	---M--	200	added ('OK')	image/png	etag:%225761dd2-15e04-5188184403fed;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/ux-anathomy.png	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/ux-anathomy.png	(from http://weaintplastic.com/work/melanie-daveid-portfolio)
12:17:51	335245/335245	---M--	200	added ('OK')	image/jpeg	etag:%225761dce-51d8d-51881838abac1;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/capture-desktop.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/capture-desktop.jpg	(from http://weaintplastic.com/work/melanie-daveid-portfolio)
12:17:51	79325/79325	---M--	200	added ('OK')	image/png	etag:%225761dd1-135dd-51881842804bf;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/svg-paths.png	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/svg-paths.png	(from http://weaintplastic.com/work/melanie-daveid-portfolio)
12:17:53	289341/289341	---M--	200	added ('OK')	image/jpeg	etag:%225761dcf-46a3d-5188183ebe5fb;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/capture-mobile.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/capture-mobile.jpg	(from http://weaintplastic.com/work/melanie-daveid-portfolio)
12:18:06	145682/145682	---M--	200	added ('OK')	image/gif	etag:%225761dd0-23912-51881840fd930;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/svg-animation.gif	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/melanie-daveid-portfolio/svg-animation.gif	(from http://weaintplastic.com/work/melanie-daveid-portfolio)
12:18:17	115914/115914	---M--	200	added ('OK')	image/jpeg	etag:%225761daa-1c4ca-518817d9821f4;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/austria-moments/desktop-01.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/austria-moments/desktop-01.jpg	(from http://weaintplastic.com/work/austria-moments)
12:18:43	75619/75619	---M--	200	added ('OK')	image/jpeg	etag:%225761dac-12763-518817e202e65;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/austria-moments/desktop-03.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/austria-moments/desktop-03.jpg	(from http://weaintplastic.com/work/austria-moments)
12:18:45	292461/292461	---M--	200	added ('OK')	image/jpeg	etag:%225761dab-4766d-518817e0b5e39;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/austria-moments/desktop-02.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/austria-moments/desktop-02.jpg	(from http://weaintplastic.com/work/austria-moments)
12:18:56	132243/132243	---M--	200	added ('OK')	image/jpeg	etag:%225761dad-20493-518817e44dd1b;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/austria-moments/desktop-04.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/austria-moments/desktop-04.jpg	(from http://weaintplastic.com/work/austria-moments)
12:19:09	97966/97966	---M--	200	added ('OK')	image/jpeg	etag:%225761dae-17eae-518817e66bd0f;53338098e42a3%22	http://weaintplastic.com/work/assets/img/content/austria-moments/desktop-05.jpg	//Mac/Home/Desktop/Web/web234/weaintplastic.com/work/assets/img/content/austria-moments/desktop-05.jpg	(from http://weaintplastic.com/work/austria-moments)
